asin,title,brand,price,rating,review_count,product_url,scraped_at
B08KL8FPF4,PUMA,PUMA,62.,4.6 out of 5 stars,0,https://www.amazon.com/PUMA-Rebound-Sneaker-Black-puma-Black-castlerock/dp/B08KL8FPF4/ref=sr_1_73?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-73,2025-11-16 16:02:04
B08CW7NPLL,Amazon Essentials,Amazon Essentials,21.,4.3 out of 5 stars,0,https://www.amazon.com/Amazon-Essentials-Womens-Pointed-Ballet/dp/B08CW7NPLL/ref=sr_1_74?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-74,2025-11-16 16:02:04
B0DRBMKY71,SIOSNETA,SIOSNETA,17.,4.4 out of 5 stars,0,https://www.amazon.com/SIOSNETA-Barefoot-Breathable-Non-Slip-Neuropathy/dp/B0DRBMKY71/ref=sr_1_75?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-75,2025-11-16 16:02:04
B0BXZWHDPM,Skechers,Skechers,49.,4.6 out of 5 stars,0,https://www.amazon.com/Skechers-Womens-Summits-Dazzling-Sneaker/dp/B0BXZWHDPM/ref=sr_1_76?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-76,2025-11-16 16:02:04
B07FL72D3D,Skechers,Skechers,43.,4.6 out of 5 stars,0,https://www.amazon.com/Skechers-Evolution-Ultra-Impeccable-Sneaker-Charcoal/dp/B07FL72D3D/ref=sr_1_77?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-77,2025-11-16 16:02:04
B0CLNVCY9N,Bruno Marc,Bruno Marc,39.,4.4 out of 5 stars,0,https://www.amazon.com/Bruno-Marc-Leather-Loafers-Cambridgewide-05/dp/B0CLNVCY9N/ref=sr_1_78?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-78,2025-11-16 16:02:04
B0C73KCM12,Bruno Marc,Bruno Marc,41.,4.5 out of 5 stars,0,https://www.amazon.com/Bruno-Marc-Sneakers-Business-SBOX2326M/dp/B0C73KCM12/ref=sr_1_79?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-79,2025-11-16 16:02:04
B0C48XMMTW,WHITIN,WHITIN,35.,4.4 out of 5 stars,0,https://www.amazon.com/WHITIN-Athletics-Breathable-Lightweight-Cushioned/dp/B0C48XMMTW/ref=sr_1_80?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-80,2025-11-16 16:02:04
B09Y8B9JFF,adidas,adidas,54.,4.4 out of 5 stars,0,https://www.amazon.com/adidas-Womens-GameCourt-Sneaker-Metallic/dp/B09Y8B9JFF/ref=sr_1_81?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-81,2025-11-16 16:02:04
B073RP8GD7,Columbia,Columbia,70.,4.5 out of 5 stars,0,https://www.amazon.com/Columbia-Crestwood-Hiking-Brown-Heatwave/dp/B073RP8GD7/ref=sr_1_82?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-82,2025-11-16 16:02:04
B0B2829TZC,DREAM PAIRS,DREAM PAIRS,39.,4.4 out of 5 stars,0,https://www.amazon.com/DREAM-PAIRS-SDPU2231W-Comfortable-Wedding/dp/B0B2829TZC/ref=sr_1_83?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-83,2025-11-16 16:02:04
B06XC7DDGC,Bruno Marc,Bruno Marc,39.,4.5 out of 5 stars,0,https://www.amazon.com/Bruno-Downing-02-Black-Leather-Oxfords/dp/B06XC7DDGC/ref=sr_1_84?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-84,2025-11-16 16:02:04
B09PN78M3Y,Kapsen,Kapsen,19.,4.2 out of 5 stars,0,https://www.amazon.com/Kapsen-Running-Breathable-Walking-Sneakers/dp/B09PN78M3Y/ref=sr_1_85?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-85,2025-11-16 16:02:04
B0CGJPMWHY,New Balance,New Balance,74.,4.3 out of 5 stars,0,https://www.amazon.com/New-Balance-Womens-Sneaker-White/dp/B0CGJPMWHY/ref=sr_1_86?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-86,2025-11-16 16:02:04
B07HMH87F2,Bruno Marc,Bruno Marc,40.,4.4 out of 5 stars,0,https://www.amazon.com/Bruno-Marc-Oxford-Classic-DOWNING-01/dp/B07HMH87F2/ref=sr_1_87?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-87,2025-11-16 16:02:04
B0D22TSFKZ,adidas,adidas,48.,4.4 out of 5 stars,0,https://www.amazon.com/adidas-Womens-Breaknet-Sportswear-Sneaker/dp/B0D22TSFKZ/ref=sr_1_88?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-88,2025-11-16 16:02:04
B0C4PQ4VK1,DREAM PAIRS,DREAM PAIRS,37.,4.4 out of 5 stars,0,https://www.amazon.com/DREAM-PAIRS-Sdpu2346-new-Platform-Oxfords/dp/B0C4PQ4VK1/ref=sr_1_89?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-89,2025-11-16 16:02:04
B0CFX6DVHD,Hstyle,Hstyle,14.,4.6 out of 5 stars,0,https://www.amazon.com/Hstyle-Ruffle-Socks-Turn-Cuff-Breathable/dp/B0CFX6DVHD/ref=sr_1_90?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-90,2025-11-16 16:02:04
B010TZ1298,Bruno Marc,Bruno Marc,41.,4.4 out of 5 stars,0,https://www.amazon.com/PRINCE-Classic-Modern-Wingtip-PRINCE-6-BROWN/dp/B010TZ1298/ref=sr_1_91?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-91,2025-11-16 16:02:04
B0DM39VV7H,Brooks,Brooks,99.,4.2 out of 5 stars,0,https://www.amazon.com/Brooks-Revel-Neutral-Running-Walking/dp/B0DM39VV7H/ref=sr_1_92?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-92,2025-11-16 16:02:04
B08R868DHJ,Bruno Marc,Bruno Marc,33.,4.4 out of 5 stars,0,https://www.amazon.com/Bruno-Marc-Stretch-Lightweight-Comfortable/dp/B08R868DHJ/ref=sr_1_93?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-93,2025-11-16 16:02:04
B0CJSV1FSK,Under Armour,Under Armour,41.,4.6 out of 5 stars,0,https://www.amazon.com/Under-Armour-Unisex-School-Lockdown/dp/B0CJSV1FSK/ref=sr_1_94?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-94,2025-11-16 16:02:04
B0DHZVXQLH,adidas,adidas,42.,4.3 out of 5 stars,0,https://www.amazon.com/adidas-Womens-Sneaker-Purple-Scarlet/dp/B0DHZVXQLH/ref=sr_1_95?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-95,2025-11-16 16:02:04
B0CSG9ZYY2,Skechers,Skechers,58.,4.7 out of 5 stars,0,https://www.amazon.com/Skechers-Womens-Slip-Ins-Chaos-Sneaker/dp/B0CSG9ZYY2/ref=sr_1_96?dib=eyJ2IjoiMSJ9.Q_iIrPNLTxRx3y0r8D5pt3v9nipKIJ9Hpe4uVgv_F5AQGvKFLZtj7OqQFEcBb4DXpHS8LStB4y8YPGPRCzAWeSJ-G8zrlssrFs7KNyEobPp3u3FARYONZ1QjexZxmBPwsmZM9cn3NyKstty232cIx4piPYDr87cBD9-4garRLDxFPnpdroTOf7fLl0UAkSE0w3kGcF9jSldRY55VLU7GO8MNPST8oxwf88pKYyYctYkgsvbuCVLWIkoDB6LUUpZnMd7Z-SCX_kSJsFUpJaxek8zML5mtEP-zGNxyWkm-g8M.i7F7ZH7rf6qUL9LtCodNjbSlKd5xQbkyP4mzzI4PFbQ&dib_tag=se&keywords=shoes&qid=1763308922&sr=8-96,2025-11-16 16:02:04
B08CW7NPLL,Amazon Essentials,N/A,21.,4.3 out of 5 stars,0,N/A,2025-11-16 16:02:09
B000W90EEG,Rockport,N/A,69.,4.3 out of 5 stars,0,N/A,2025-11-16 16:02:09
B0CFX6DVHD,Hstyle,N/A,14.,4.6 out of 5 stars,0,N/A,2025-11-16 16:02:09
B01LZEN1R1,Skechers,N/A,47.,4.2 out of 5 stars,0,N/A,2025-11-16 16:02:09
B0B6FT1X3P,Nike,N/A,71.,4.4 out of 5 stars,0,N/A,2025-11-16 16:02:09
B0DM39VV7H,Brooks,N/A,99.,4.2 out of 5 stars,0,N/A,2025-11-16 16:02:09
B0B9BNNTR2,Skechers,N/A,59.,4.6 out of 5 stars,0,N/A,2025-11-16 16:02:09
B0BJ7KK59N,New Balance,N/A,59.,4.6 out of 5 stars,0,N/A,2025-11-16 16:02:09
B07CNG39T6,Lugz,N/A,35.,4.2 out of 5 stars,0,N/A,2025-11-16 16:02:09
B0B2829TZC,DREAM PAIRS,N/A,39.,4.4 out of 5 stars,0,N/A,2025-11-16 16:02:09
B000ARIVG8,Skechers,N/A,49.,4.4 out of 5 stars,0,N/A,2025-11-16 16:02:09
B0BHZSF4J4,LifeStride,N/A,39.,4.3 out of 5 stars,0,N/A,2025-11-16 16:02:09
B0D1HX2K48,Under Armour,N/A,41.,4.6 out of 5 stars,0,N/A,2025-11-16 16:02:09
B07TXGGN5F,Dr. Scholl's,N/A,N/A,4.2 out of 5 stars,0,N/A,2025-11-16 16:02:09
B09XBTKNPR,Under Armour,N/A,44.,4.3 out of 5 stars,0,N/A,2025-11-16 16:02:09
B08Z7XJDVB,Lugz,N/A,24.,4.3 out of 5 stars,0,N/A,2025-11-16 16:02:09
B093QJQ3V8,New Balance,N/A,99.,4.5 out of 5 stars,0,N/A,2025-11-16 16:02:09
B098KHS9BB,Merrell,N/A,139.,4.6 out of 5 stars,0,N/A,2025-11-16 16:02:09
B0983K5N47,Nike,N/A,63.,4.4 out of 5 stars,0,N/A,2025-11-16 16:02:09
B0BZC276ZG,Bruno Marc,N/A,38.,4.5 out of 5 stars,0,N/A,2025-11-16 16:02:09
B0949LVVGH,Vans,Manufacturing practices,74.,4.6 out of 5 stars,0,N/A,2025-11-16 16:02:21
B09QCJ4CPV,Steve Madden,N/A,76.,4.4 out of 5 stars,0,N/A,2025-11-16 16:02:21
B01G3LZ02W,PUMA,N/A,45.,4.5 out of 5 stars,0,N/A,2025-11-16 16:02:21
B096482Y3P,Simple Joys by Carter's,N/A,21.,4.5 out of 5 stars,0,N/A,2025-11-16 16:02:21
B0CZ7MMT55,Rocket Dog,N/A,39.,4.3 out of 5 stars,0,N/A,2025-11-16 16:02:21
B08R868DHJ,Bruno Marc,N/A,33.,4.4 out of 5 stars,0,N/A,2025-11-16 16:02:21
B0DHZVXQLH,adidas,N/A,42.,4.3 out of 5 stars,0,N/A,2025-11-16 16:02:21
B0D22TSFKZ,adidas,N/A,48.,4.4 out of 5 stars,0,N/A,2025-11-16 16:02:21
B0BHZSF4J4,LifeStride,N/A,39.,4.3 out of 5 stars,0,N/A,2025-11-16 16:02:21
B0CKMM386T,adidas,N/A,46.,4.5 out of 5 stars,0,N/A,2025-11-16 16:02:21
B0B69DMNV1,Cole Haan,N/A,63.,4.7 out of 5 stars,0,N/A,2025-11-16 16:02:21
B006R4Q66A,Clarks,N/A,70.,4.3 out of 5 stars,0,N/A,2025-11-16 16:02:21
